PBP_ID,Inventory,Institution,institution_city,institution_country,library_localisation,country_certainty,country,region,city,library_dating,circa,century,min_date,max_date,scribe,script,mss_height,mss_width,combined_size,Ruzzier_group,justification_height,justification_width,volumes,v1_folios,v2_folios,v3_folios,columns,min_lines,max_lines,citation,digitisation,Downloadable,Link,IIIF manifest
289,Biblia Latina,Ghent University Library,Ghent,Belgium,Paris,,France,,Paris,2nd half 13th,,13,1250,1299,,,150,100,250,,,,1,558,,,,,,,Y,Y,https://lib.ugent.be/catalog/rug01%3A000755563/items/910000072026,
290,Biblia Latina,Ghent University Library,Ghent,Belgium,Italy,,Italy,,,13/14,,13/14,,,,,285,185,470,,,,1,417,,,,,,,Y,Y,https://lib.ugent.be/catalog/rug01%3A000840269/items/910000006640,
291,Arch. Priv. 3,Biblioteca Statale del Monumento Nazionale di Montecassino,Cassino,Italy,Italy,Y,Italy,Rome,,2nd half 13th,,13,1250,1299,,,,,0,,458 mm,,,,,,2,,,"Casavecchia, R. (2018), Una Bibbia inedita a Montecassino, Scrineum Rivista",P,Y,https://core.ac.uk/download/pdf/228584148.pdf,
292,Vitt. Em 825,Biblioteca Nazionale Centrale,Rome,Italy,Vicenza Italy,Y,Italy,Veneto,Vicenza,1399,,14,,,Bonfranciscus de Paiarinis de Zintrale,,312,214,526,,,,1,,,,2,59,,"Corso, G. (2008), La Bibbia miniata di Bonfranciscus, in Rolsa rivista online di Storia dell'arte",Y,Y,http://digitale.bnc.roma.sbn.it/tecadigitale/manoscrittoantico/BNCR_V_E_825/BNCR_V_E_825/1,
293,"Lat. I, 3 (2110)",Biblioteca Nazionale Marciana,Venice,Italy,Padua and Venice,Y,,,,,,,,,,,,,0,,,,,,,,,,,,Y,Y,http://www.internetculturale.it/opencms/opencms/it/viewItemMag.jsp?id=oai%3A193.206.197.121%3A18%3AVE0049%3ACSTOR.244.11054,
294,AC IX 46,Biblioteca Braidense (Milan),Milan,Italy,North Italy,Y,Italy,,,XIII,,13,,,,,123,81,204,,,,,383,,,,,,Miriello 2004,Y,,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.internetculturale.sbn.it%2FTeca%3A20%3ANT0000%3ACNMD%5C%5C0000103105&mode=all&teca=MagTeca+-+ICCU,
295,Gerli 59,Biblioteca Braidense (Milan),Milan,Italy,Italy,Y,Italy,,,XIII-XIV,,13/14,,,,,145,110,255,,,,,358,,,2,,,Miriello 2004,Y,Y,http://www.internetculturale.it/it/16/search/detail?id=oai%3Awww.internetculturale.sbn.it%2FTeca%3A20%3ANT0000%3ACNMD%5C%5C0000192042&mode=all&teca=MagTeca+-+ICCU,
296,Ms 10424,Biblioteca Comunale di Trento,Trento,Italy,Italy,Y,Italy,,,XIII,,13,1251,1275,,,,,0,,,,,,,,,,,,Y,Y,https://bdt.bibcom.trento.it/Manoscritti/10424#page/n11/mode/thumb,
297,ALC. 455,Biblioteca Nacional,Portugal,Lisbon,France,Y,France,,,1235-1240,,13,1235,1240,,,260,175,435,,,,,,,,,,,78856 (HMML),Y,Y,https://purl.pt/26163,
298,IL. 20,Biblioteca Nacional,Portugal,Lisbon,Portugal,Y,Portugal,,,1270-1280,,13,1270,1280,,,149,115,264,,,,,,,,,,,79082 (HMML),Y,Y,http://purl.pt/32050,
299,IL. 50,Biblioteca Nacional,Portugal,Lisbon,,,,,,c1270,1270,13,,,,,222,155,377,,,,,,,,,,,79131 (HMML),Y,Y,http://purl.pt/32051,
300,IL. 34,Biblioteca Nacional,Portugal,Lisbon,France,Y,France,,Paris,1240-1250,,13,1240,1250,,,181,125,306,,,,,,,,,,,79106 (HMML),Y,Y,http://purl.pt/33208,
301,IL. 93,Biblioteca Nacional,Portugal,Lisbon,,,,,,1251-1300,,13,1251,1299,atelier de Johannes Grusch?,,324,217,541,,,,,,,,,,,79207 (HMML),Y,Y,http://purl.pt/32046,
302,IL. 51,Biblioteca Nacional,Portugal,Lisbon,France,Y,France,,Paris,1250-1260,,13,1250,1260,,,222,155,377,,,,,,,,,,,79132 (HMML),Y,Y,http://purl.pt/32045,
303,IL. 63,Biblioteca Nacional,Portugal,Lisbon,France,Y,France,,Paris,1275-1300,,13,1275,1300,,,245,173,418,,,,,,,,,,,79152 (HMML),Y,Y,http://purl.pt/27081,
304,ALC. 205,Biblioteca Nacional,Portugal,Lisbon,France,Y,France,,Paris,1235-1245,,13,,,,,228,155,383,,,,,,,,,,,78489 (HMML),Y,Y,https://purl.pt/29490,
305,ALC 457,Biblioteca Nacional,Portugal,Lisbon,,,,,,1250-1260,,13,,,,,155,110,265,,,,,,,,,,,,Y,Y,https://purl.pt/31018,
306,ALC 455,Biblioteca Nacional,Portugal,Lisbon,France,Y,France,,Paris,1235-1240,,13,,,,,260,175,435,,,,,,,,,,,,Y,Y,http://purl.pt/26163,
307,ALC 458,Biblioteca Nacional,Portugal,Lisbon,France,Y,France,Normandie,,1225-1230,,13,,,,,185,130,315,,,,,,,,,,,,Y,Y,http://purl.pt/23851,
308,bpe-cod-cxxiv-1-3,Biblioteca Pública de Évora,Portugal,Évora,,,,,,1260-1300,,13,,,,,345,245,590,,,,,,,,,,,,Y,Y,https://purl.pt/35359,
309,BPE COD. CXXIV/1-4,Biblioteca Pública de Évora,Portugal,Évora,,,,,,1230-1240,,13,,,,,290,200,490,,,,,,,,,,,,Y,Y,https://purl.pt/35360,
310,BPE COD. CXXIV/1-5,Biblioteca Pública de Évora,Portugal,Évora,,,,,,1290-1300,,13,,,,,290,200,490,,,,,,,,,,,,Y,Y,http://purl.pt/35361,
311,COD. CXXIV/1-6,Biblioteca Pública de Évora,Portugal,Évora,,,,,,1225-1230,,13,,,,,265,190,455,,,,,,,,,,,,Y,Y,http://purl.pt/35362,
312,BPE COD. CXXIV/1-3,Biblioteca Pública de Évora,Portugal,Évora,,,,,,1260-1300,,13,,,,,345,245,590,,,,,,,,,,,,Y,Y,https://purl.pt/35359,
313,MS 68,Mount Angel Abbey. Library,United States,Saint Benedict (Or.),Italy,Y,Italy,,,1275-1300,,13,1275,1300,,,175,120,295,,,,,,,,,,,,Y,Y,https://www.mountangelabbey.org/wp-content/uploads/MountAngelMS0068BibleLatin.pdf,https://www.vhmml.org/image/manifest/519231
314,SJU Ms. 12,Saint John's University. Rare Books and Special Collections,United States,Collegeville (Minn.),Italy,N,Italy,,,1250-1310,,13/14,1250,1310,,,127,90,217,,,,,161,,,,,,,Y,Y,https://w3id.org/vhmml/readingRoom/view/510560,https://www.vhmml.org/image/manifest/510560
315,Typ 555,"Harvard University, Houghton Library","Cambridge, MA",United States of America,France,,France,Ile-de-France,Paris,1373,,14,1350,1375,,,,,0,,,,,,,,2,,,"Kumler, 2008, https://www-jstor-org.proxy.library.nyu.edu/stable/23924147?seq=2#metadata_info_tab_contents",Y,,https://digital-scriptorium.org/xtf3/search?rmode=digscript;smode=basic;text=Typ%200555;docsPerPage=1;startDoc=1;fullview=yes,
,Garrett 1,Princeton University Library,,,south France / Italy,N,France / Italy,,,13 c,,13,,,,,240,160,400,,,,,,,,,,,,N,,https://catalog.princeton.edu/catalog/10251887,
,Casinn. 508,Biblioteca di Montecassino,Montecassino,Italy,France,Y,France,,,13 c,,13,,,,,290,415,705,,,,,,,,,,,,N,,http://www.memo.pyle.it/manoscritti/catalogoinguanez/cas508/,
,Casinn. 509,Biblioteca di Montecassino,Montecassino,Italy,France,Y,France,,,13 c,,13,,,,,245,347,592,,,,,,,,,,,,N,,http://www.memo.pyle.it/manoscritti/catalogoinguanez/cas509/,
,Casinn. 519,Biblioteca di Montecassino,Montecassino,Italy,France,Y,France,,,13 c,,13,,,,,235,315,550,,,,,,,,,,,,N,,http://www.memo.pyle.it/manoscritti/catalogoinguanez/cas519/,
,Cassin. 514,Biblioteca di Montecassino,Montecassino,Italy,,,,,,14 c,,14,,,,,240,370,610,,,,,,,,,,,,N,,http://www.memo.pyle.it/manoscritti/catalogoinguanez/cas514/,
,Casinn. 35,Biblioteca di Montecassino,Montecassino,Italy,Montecassino,Y,Italy,Rome,Montecassino,15 c,,15,,,Petrus de Rosenheim,,240,345,585,,,,,,,,,,,,N,,http://www.memo.pyle.it/manoscritti/catalogoinguanez/cas35/,
,MS 356,Biblioteca Statale di Lucca,Lucca,Italy,,,,,,13 c,,13,,,,,302,216,518,,,,,,,,,,,"Unfer, V. and Gaia, E. (2014). Una Bibbia parigina di primo Duecento a Lucca: il ms. 356 della Biblioteca Statale. Studi Valentino Pace",N,,https://manus.iccu.sbn.it//opac_SchedaScheda.php?ID=230283,
,MS 006,"London/Oslo, Schøyen Collection",Oslo,Norway,"Geraardsbergen, Cambrai, Belgium",,Belgium,,"Geraardsbergen, Cambrai",1200,1200,13,,,,,,,0,,,,3,201/121/15,,,,,,,N,N,,
,MS 262,"London/Oslo, Schøyen Collection",Oslo,Norway,NE Spain,,,,,,1250,13,,,,,220,170,390,,170,100,1,,,,2,49,51,,N,N,,
,MS 661,"London/Oslo, Schøyen Collection",Oslo,Norway,Pisa,Y,Italy,,Pisa,,1310,14,,,Phylippus,,310,230,540,,200,150,1,500,,,2,44,44,,N,N,,
,MS 015,"London/Oslo, Schøyen Collection",Oslo,Norway,England,,,,,3rd q 13,,13,1250,1274,,,170,110,280,,120,80,1,688,,,2,44,44,,N,N,,
,MS 1278,"London/Oslo, Schøyen Collection",Oslo,Norway,"London, England",,England,,London,c 1230-1240,,13,1230,1240,,,260,210,470,,200,150,1,209,,,2,58,58,,N,N,https://www.schoyencollection.com/bible-collection-foreword/latin-bible-translation/bible-psalms-versions-ms-1278,
,38,Biblioteca Angelica,Rome,Italy,,,,,,1231-1250,,13,1231,1250,,,150,110,260,,,,,,,,43864,,42/43,,N,,https://manus.iccu.sbn.it/opac_SchedaScheda.php?ID=42775,
,MS.1,Biblioteca Civica Girolamo Tartarotti,Rovereto,Italy,France (Paris?),Y,France,,,1251-1350,,13,,,,,148,104,252,,,,,IV + 654 + VII,,,,,44,,N,,https://manus.iccu.sbn.it/opac_SchedaScheda.php?ID=254009,
,Mss. I15289,Biblioteca de la Fundación Lázaro Galdiano,Madrid,Spain,Paris?,Y,France,Ile-de-France,Paris?,ca. 1259,,13,,,,,330,220,550,,,,1,333,,,2,,54,,Y,N,http://www.bibliotecalazarogaldiano.es/mss/i15289.html,
,Mss. I15324,Biblioteca de la Fundación Lázaro Galdiano,Madrid,Spain,?,N,,,,14th-2nd half of 15th century,,15,,,,Gothic,530,380,910,,,,1,25,,,2,,36,,Y,N,http://www.bibliotecalazarogaldiano.es/mss/i15324.html,
,Cors. 1 (55 K 9),Biblioteca dell'Accademia Nazionale dei Lincei e Corsiniana,Rome,Italy,France (Paris),Y,France,,,1251-1275,,13,,,,,235,150,385,,,,,,,,,,,,N,,https://manus.iccu.sbn.it/opac_SchedaScheda.php?ID=150792,
,Rossi 294 (40 E 14),Biblioteca dell'Accademia Nazionale dei Lincei e Corsiniana,Rome,Italy,Unknown,N,,,,1226-1275,,13,,,,,158,110,268,,,,,,,,,,,,N,,https://manus.iccu.sbn.it/opac_SchedaScheda.php?ID=14156,
,Rossi 317 (40 E 15),Biblioteca dell'Accademia Nazionale dei Lincei e Corsiniana,Rome,Italy,France (Paris),Y,France,,,1251-1300,,13,,,,,157,113,270,,,,,,,,2,,71,,N,,https://manus.iccu.sbn.it/opac_SchedaScheda.php?ID=14155,
,ms. 311,Biblioteca Fondazione S. Bernardino,Trento,Italy,Northern France,Y,France,,,1201-1250,,13,1201,1250,,,153,102,255,,,,,I + 443 + I,,,,,49,,N,,https://manus.iccu.sbn.it/opac_SchedaScheda.php?ID=256771,
,Plut. 6 dex.1,Biblioteca Medicea Laurenziana,Florence,Italy,,,,,,1201-1300,,13,1201,1300,,,190,280,470,,,,,434,,,2,,,,Y,N,http://mss.bmlonline.it/s.aspx?Id=AWOMrNDNI1A4r7GxMYN3&c=Biblia%20sacra#/book,
,Plut. 7 dex.2,Biblioteca Medicea Laurenziana,Florence,Italy,,,,,,1201-1300,,13,1201,1300,,,180,280,460,,,,,292,,,2,,,,Y,N,http://mss.bmlonline.it/s.aspx?Id=AWOMrOdVI1A4r7GxMYOf&c=Biblia%20sacra#/book,
,Plut.4 dex.1,Biblioteca Medicea Laurenziana,Florence,Italy,,,,,,1201-1300,,13,1201,1300,,,225,345,570,,,,,462,,,2,,,,Y,N,http://mss.bmlonline.it/s.aspx?Id=AWOMrQQBI1A4r7GxMYPT&c=Biblia%20sacra#/book,
,ms. 219,Biblioteca Universitaria Alessandrina,Rome,Italy,Italy ?,N,Italy,,,1251-1300,,13,,,,,163,118,281,,,,,339,,,2,,56,,Y,,"http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.internetculturale.sbn.it%2FTeca%3A20%3ANT0000%3AN%3ACNMD0000235866

https://manus.iccu.sbn.it/opac_SchedaScheda.php?ID=235866",
,ms. F 71,Biblioteca Vallicelliana,Rome,Italy,France,Y,France,,,1201-1300,,13,1201,1300,,,210,153,363,,,,,,,,2,,58,,N,,https://manus.iccu.sbn.it/opac_SchedaScheda.php?ID=227152,
,ms. 216,Newberry Library,"Chicago, IL",United States of America,France?,N,France,,,1230/1250,,13,1230,1250,,,223,156,379,,160,102,1,428,,,2,,50,,N,,https://collections.carli.illinois.edu/digital/collection/nby_dig/id/6352,
,G.38,Pierpont Morgan Library,New York,United States of America,"Bologna, Italy",Y,Italy,,,1270,,13,,,,,378,260,638,,,,2,"2 v. (228, 328 leaves) (2 columns, 48 lines), bound : vellum, ill",,,,,,,N,,,
,ms.38,Biblioteca Angelica,Rome,Italy,,,,,,1231-1250,,13,1231,1250,,,150,110,260,,,,,,,,2/3,42,43,Magrini,N,,https://manus.iccu.sbn.it/opac_SchedaScheda.php?ID=42775,
,Ms.1692,Biblioteca Casanatense,Rome,Italy,Paris,,France,,Paris,1201-1300,,13,1201,1300,,,175,129,304,,,,,,,,2,49,,,N,,https://manus.iccu.sbn.it/opac_SchedaScheda.php?ID=201004,
,313,Cambridge UL,Cambridge,UK,England?,,,,,1200-1299,,13,1201,1300,,,233,162,395,,150,90,1,355,,,2,63,63,,,,,
,314,Cambridge UL,Cambridge,UK,England?,,,,,1200-1299,,13,1201,1300,,,151,112,263,,110,76,1,472,,,,,,,,,,
,315,Cambridge UL,Cambridge,UK,France,,,,,1200-1299,,13,1201,1300,,,140,95,235,,95,63,partial,292,,,2,44,44,,,,https://archivesearch.lib.cam.ac.uk/repositories/2/archival_objects/228606,
,316,Cambridge UL,Cambridge,UK,Italy,,,,,1200-1299,,13,1201,1300,,,191,125,316,,,,,,,,,,,,,,,
,Vat Lat 32,Biblioteca Vaticana,Vatican,Vatican,Italy (?),N,Italy,,,XII-XIV,,12/13/14,,,,,185,125,310,,,,,604,,,,,,Miriello 2004,N,,,
,Cod. bibl. 8° 20,"Stuttgart, WLB",Stuttgart,Germany,,,,,,,,,,,,,,,0,,,,,,,,,,,,N,,,
,Theol. lat. fol. 9,Staatsbibliothek zu Berlin,Berlin,Germany,,,,,,,,,,,,,,,0,,,,,,,,,,,,N,,,
,ms.A._I.7,"Brescia, Biblioteca civica Queriniana",Brescia,Italy,,,,,,1291-1310,,13/14,1291,1310,,,385,245,630,,,,1,463,,,,,,,N,,,https://manus.iccu.sbn.it/opac_SchedaScheda.php?ID=70020
,224,"Arezzo, Biblioteca Città di Arezzo",Arezzo,Italy,,,,,,1276-1300,,13,1276,1300,,,179,118,297,,,,1,375,,,,,,,N,,,https://manus.iccu.sbn.it/opac_SchedaScheda.php?ID=48985
,IE TCD MS 38,Trinity College,Dublin,Ireland,,,,,,1240-1299,,13,1240,1299,,,278,182,460,,176,115,1,552,,,2,49,49,,N,,,https://manuscripts.catalogue.tcd.ie/CalmView/TreeBrowse.aspx?src=CalmView.Catalog&field=RefNo&key=IE%20TCD%20MS%2038
,IE TCD MS 37,Trinity College,Dublin,Ireland,,,,,,1230-1269,,13,1230,1269,,,260,185,445,,190,166,1,274,,,2,57,67,,N,,,https://manuscripts.catalogue.tcd.ie/CalmView/TreeBrowse.aspx?src=CalmView.Catalog&field=RefNo&key=IE%20TCD%20MS%2037
,VITR/23/7,Biblioteca nacional de Espana,Madrid,Spain,,,,,,13,,13,,,,,150,100,250,,,,1,617,,,2,46,46,,N,,,
,RES/263,Biblioteca nacional de Espana,Madrid,Spain,,,,,,13,,13,,,,,150,100,250,,,,1,602,,,2,48,48,,N,,,http://catalogo.bne.es/uhtbin/cgisirsi/?ps=4H6W4SeQYN/BNMADRID/98780893/9
,Latin Vulgate,Newberry Library,"Chicago, IL",United States of America,library of the Dominican friars of Clermont-Ferrand,Y,,,,1250-1299,,13,1250,1299,Gautier Lebaube,,150,105,255,,,,1,490,,,,,,,N,,,https://i-share-nby.primo.exlibrisgroup.com/permalink/01CARLI_NBY/i5mcb2/alma998687628805867
,5.3.1,Hermitage,St Petersburg,Russia,,,,,,Fin du XIIIe siècle,,13,,,unknown,,,,0,,,,,672,,,,,,,N,,,https://www.arlima.net/mss/russie/saint-petersbourg/musee_de_lermitage/5.3.1.html
,5.3.11,St Petersburg,St Petersburg,Russia,unknown,Y,,,,14 c,,14,,,unknown,,,,0,,,,3,"264 (vol. 1), 271 (vol. 2), 245 (vol. 3)",,,2,,,,N,,,https://www.arlima.net/mss/russie/saint-petersbourg/musee_de_lermitage/5.3.11.html
,5.3.16,St Petersburg,St Petersburg,Russia,Italy,Y,Italy,,,14 c,,14,,,unknown,,,,0,,,,,442,,,2,,,,N,,,https://www.arlima.net/mss/russie/saint-petersbourg/musee_de_lermitage/5.3.16.html
,S 263,Universitäts- und Landesbibliothek Bonn,Bonn,Germany,Südwestdeutschland (?,,,,,1226-1250,,13,1226,1250,,,,,0,,,,,,,,,,,,N,,,http://www.manuscripta-mediaevalia.de/dokumente/html/obj31275214
,GKS 2 folio,Royal Danish Library,Copenhagen,Denmark,Paris,,France,,Paris,1225-1250,,13,1225,1250,,,380,245,625,,,,1,295,,,,,,,N,,,http://www5.kb.dk/permalink/2006/manus/746/dan/36/?var=
,Grevinnan M v Rosen collection,Rockelstad,Rockelstad,Sweden,N France or England,,France or England,,,c1250,1250,13,,,,,180,121,301,,,,1,388,,,,,,,N,,,http://www5.kb.dk/permalink/2006/manus/746/dan/36/?var=
,A 168,Royal Swedish Library,Stockholm,Sweden,Paris or N France,,France,,Paris?,1250-1275,,13,1250,1275,,,116,70,186,,,,1,609,,,,,,,N,,,http://www5.kb.dk/permalink/2006/manus/746/dan/36/?var=
,Lensbaron Rosenørn-Lehn,Orebygaard,Orebygaard,Denmark,Paris or N France,,France,,Paris?,1250-1275,,13,1250,1275,,,155,110,265,,,,1,540,,,,,,,N,,,http://www5.kb.dk/permalink/2006/manus/746/dan/37/?var=
,A 166,Royal Swedish Library,Stockholm,Sweden,Paris,,France,,Paris,1250-1300,,13,1250,1300,,,300,195,495,,,,1,556,,,,,,,N,,,http://www5.kb.dk/permalink/2006/manus/746/dan/37/?var=
,C 155,Uppsala UB,Uppsala,Sweden,Paris,,France,,Paris,1250-1300,,13,1250,1300,,,344,220,564,,,,1,448,,,,,,,N,,,http://www5.kb.dk/permalink/2006/manus/746/dan/37/?var=
,Gl kgl S 3376 8vo,Royal Danish Library,Copenhagen,Denmark,France,,France,,,13,,13,,,,,140,90,230,,,,1,601,,,,,,,N,,,http://www5.kb.dk/permalink/2006/manus/699/dan/4/
,Thott 1 fol,Royal Danish Library,Copenhagen,Denmark,Italy,,Italy,,,13,,13,,,,,371,232,603,,,,1,337,,,,,,,N,,,http://www5.kb.dk/permalink/2006/manus/699/dan/4/
,Thott 1 4to,Royal Danish Library,Copenhagen,Denmark,France,,France,,,13,,13,,,,,240,165,405,,,,1,357,,,,,,,N,,,http://www5.kb.dk/permalink/2006/manus/699/dan/4/
,Thott 3 kvart,Royal Danish Library,Copenhagen,Denmark,France,,France,,,13,,13,,,,,190,130,320,,,,1,453,,,,,,,N,,,http://www5.kb.dk/permalink/2006/manus/699/dan/4/
,Thott 1 8vo,Royal Danish Library,Copenhagen,Denmark,France,,France,,,13,,13,,,,,152,110,262,,,,1,457,,,I,,,,N,,,http://www5.kb.dk/permalink/2006/manus/699/dan/4/
,Thott 2 8vo,Royal Danish Library,Copenhagen,Denmark,?,,?,,,13,,13,,,,,152,90,242,,,,1,646,,,,,,,N,,,http://www5.kb.dk/permalink/2006/manus/699/dan/4/
,Thott 4 8vo,Royal Danish Library,Copenhagen,Denmark,France,,France,,,13,,13,,,,,150,97,247,,,,1,525,,,,,,,N,,,http://www5.kb.dk/permalink/2006/manus/699/dan/4/
,Gl kgl S 1310 4to,Royal Danish Library,Copenhagen,Denmark,?,,?,,,13,,13,,,,,205,150,355,,,,1,276,,,,,,,N,,,http://www5.kb.dk/permalink/2006/manus/699/dan/4/
,Gl kgl S 3375 8vo,Royal Danish Library,Copenhagen,Denmark,?,,?,,,late 13,,13,,,,,153,105,258,,,,1,257,,,,,,,N,,,http://www5.kb.dk/permalink/2006/manus/699/dan/4/
,Thott 2 4to,Royal Danish Library,Copenhagen,Denmark,France,,France,,,late 13 - early 14,,13/14,,,,,190,130,320,,,,1,477,,,,,,,N,,,http://www5.kb.dk/permalink/2006/manus/699/dan/4/
,Thott 3 8vo,Royal Danish Library,Copenhagen,Denmark,Bohemia,,Bohemia,,,14,,14,,,,,188,125,313,,,,1,470,,,,,,,N,,,http://www5.kb.dk/permalink/2006/manus/699/dan/4/
,Thott 5 8vo,Royal Danish Library,Copenhagen,Denmark,France,,France,,,13,,13,,,,,146,101,247,,,,1,503,,,,,,,N,,,http://www5.kb.dk/permalink/2006/manus/699/dan/8/?var=
,Thott 6 8vo,Royal Danish Library,Copenhagen,Denmark,France,,France,,,13,,13,,,,,160,110,270,,,,1,269,,,,,,,N,,,http://www5.kb.dk/permalink/2006/manus/699/dan/8/?var=
,Cod. Ser. n. 3349,Austrian National Library,Vienna,Austria,Southern England,,Southern England,,,1250-1299,,13,1250,1299,,,348,230,578,,285,175,frag,37,,,,,,,N,,,http://www5.kb.dk/permalink/2006/manus/699/dan/8/?var=
,La Bible de Léau,bibliothèque du séminaire de Liège,Liège,Belgium,Liège,y,Belgium,,Liège,1248,,13,,,,,465,350,815,,,,,,,,,,,,N,,,https://bibliosemliege.be/IMG/pdf/bible_de_leau-2.pdf
,Thott 7.2,Royal Danish Library,Copenhagen,Denmark,Paris,,France,,Paris,1275-1300,,13,1275,1300,,,380,300,680,,,,1,492,,,,,,,N,,,
,235,"Oxford, Merton College",Oxford,United Kingdom,,,,,,,,,,,,,,,0,,,,,,,,,,,,N,,,https://medieval.bodleian.ox.ac.uk/catalog/manuscript_10333
,1181,Bibliothèque sainte Geneviève,Paris,France,,,France,Ile-de-France,Paris,,,13,1250,1275,,,,,0,,,,,,,,2,,,,N,,,
,2585,Bibliothèque sainte Geneviève,Paris,France,,,France,Ile-de-France,Paris?,,,13,1225,1250,,,,,0,,,,,,,,2,,,,N,,,
,54,Bibliothèque municipale,Alençon,France,,,France,Ile-de-France,Paris,,,13,1240,1250,,,,,0,,,,,,,,2,,,,N,,,
,8,Biblothèque municipale,Tours,France,,,Spain,Catalogna?,Unknown,,,14,ca. 1320,,,,,,0,,,,,,,,Unknown,,,,N,,,
,BS 75 125,U California Santa Barbara,"Santa Barbara, CA",United States of America,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
,StBZ Pa 65,Stadtbibliothek Zofingen,Zofingen,Switzerland,France,Y,France,,,13,,13,,,,,,,0,,,,1,527,,,,,,,,,,
,15,Bibliothèque sainte Geneviève,Paris,France,,,France,Ile-de-France,Paris,,,13,1270,1300,,,,,0,,,,,,,,2,,,,N,,,http://www.calames.abes.fr/pub/#details?id=BSGA10019
,F 162,Worcester Cathedral Library,Worcester,England,,,,,,13,,13,,,,,,,,,,,,,,,,,,,,,,
,Q 83,Worcester Cathedral Library,Worcester,England,,,,,,14,,14,,,,,,,,,,,,,,,,,,,,,,
,A 168,Kungliga Biblioteket,Sweden,Stockholm,Sweden,,Sweden,,,1375-1400,,14,1375,1400,,,117,75,192,,,,,,,,,,,,,,,
,A 148,Kungliga Biblioteket,Sweden,Stockholm,Sweden,,Sweden,,,1200-1225,,13,1200,1225,,,900,500,1400,,,,,,,,,,,,,,,
,A 167,Kungliga Biblioteket,Sweden,Stockholm,Sweden,,Sweden,,,1300-1399,,14,1300,1399,,,258,187,445,,,,,,,,,,,,,,,
,A 167a,Kungliga Biblioteket,Sweden,Stockholm,Sweden,,Sweden,,,1300-1399,,14,1300,1399,,,220,157,377,,,,,,,,,,,,,,,
,A 166,Kungliga Biblioteket,Sweden,Stockholm,Sweden,,Sweden,,,1300-1399,,14,1300,1399,,,300,195,495,,,,,,,,,,,,,,,
,A 165,Kungliga Biblioteket,Sweden,Stockholm,Sweden,,Sweden,,,1300-1399,,14,1300,1399,,,370,260,630,,,,,,,,,,,,,,,
,Cod. membr. 16,Stiftsarchiv Muri-Gries,Switzerland,Sarnen,France,Y,France,,Paris,1267,,13,1267,1267,workshop of Johannes Grusch,,250,170,420,,,,,,,,,,,,,,,
,UCB 146,Bancroft Library,"Berkeley, CA",United States of America,,,France,Unknown,Unknown,,,13,1250,1275,,,,,0,,,,,,,,2,,,,N,,,
,IL. 33,Biblioteca Nacional,Portugal,Lisbon,Portugal,Y,Portugal,,,1230-1240,,13,1230,1240,,,182,133,315,,,,,,,,2,,,79104 (HMML),N,,,
,L.A. 211,Museu Calouste Gulbenkian,Portugal,Lisbon,France,Y,France,,Paris,1300,,14,1300,1399,,,405,289,694,,,,,503,,,,,,80264 (HMML),N,,https://www.vhmml.org/readingRoom/view/80264,
,L.A. 139,Museu Calouste Gulbenkian,Portugal,Lisbon,England,Y,England,,,1275-1300,,13,,,,,270,220,490,,,,,76,,,,,,80214 (HMML),N,,https://www.vhmml.org/readingRoom/view/80214,
,ALC. 398,Biblioteca Nacional,Portugal,Lisbon,Portugal,Y,Portugal,,Alcobaça,1225-1275,,13,,,,,,,,,,,,,,,,,,78764 (HMML),N,,https://www.vhmml.org/readingRoom/view/78764,
,ALC. 399,Biblioteca Nacional,Portugal,Lisbon,Portugal,Y,Portugal,,Alcobaça,1225-1275,,13,,,,,,,,,,,,179,,,,,,78765 (HMML),N,,https://www.vhmml.org/readingRoom/view/78765,
,5 (37),Bibliothèque municipale,Lille,France,,,,,,,,,,,,,,,0,,,,,,,,,,,Devine 2016,,,,